id, date, year, unknown1, make, model, spec, type, color, transmission, rim, style, size, mile, zip, state
74459,7/7/2010,2004,6,CHEVROLET,CAVALIER 4C,Bas,4D SEDAN,WHITE,AUTO,Alloy,AMERICAN,COMPACT,4946,30212,GA
74460,7/7/2010,2006,4,CHEVROLET,TRAILBLAZER EXT 2WD,LS,4D SUV 4.2L LS,MAROON,AUTO,Alloy,AMERICAN,MEDIUM SUV,14297,30212,GA
74461,7/7/2010,2005,5,DODGE,CARAVAN GRAND FWD V6,SE,MINIVAN 3.3L,SILVER,AUTO,Covers,AMERICAN,VAN,7999,30212,GA
74462,7/7/2010,2006,4,MITSUBISHI,ENDEAVOR FWD,LS,4D SPORT UTILITY LS,RED,AUTO,Alloy,OTHER ASIAN,MEDIUM SUV,12146,30212,GA
74463,7/14/2010,2005,5,FORD,ESCAPE 2WD V6,Lim,4D CUV 3.0L LIMITED,GREY,AUTO,Alloy,AMERICAN,SMALL SUV,11769,30212,GA
74464,7/14/2010,2008,2,DODGE,AVENGER 4C,SE,4D SEDAN,WHITE,AUTO,Covers,AMERICAN,MEDIUM,11324,30212,GA
74465,7/14/2010,2002,8,PONTIAC,BONNEVILLE,SE,4D SEDAN SE,SILVER,AUTO,Alloy,AMERICAN,LARGE,5975,30212,GA
74466,7/14/2010,2007,3,MAZDA,MAZDA3,i,4D SEDAN I,RED,AUTO,Alloy,OTHER ASIAN,MEDIUM,13969,30212,GA
74467,7/14/2010,2007,3,NISSAN,ALTIMA,Bas,4D SEDAN,GREY,AUTO,Covers,TOP LINE ASIAN,MEDIUM,15437,30212,GA
74468,7/14/2010,2006,4,PONTIAC,G6 V6,Bas,4D SEDAN,WHITE,AUTO,Alloy,AMERICAN,MEDIUM,10663,30212,GA
74469,7/14/2010,2004,6,CHRYSLER,PT CRUISER,Bas,4D SEDAN,BLUE,AUTO,Covers,AMERICAN,MEDIUM,5963,30212,GA
74470,7/14/2010,2006,4,DODGE,DURANGO 2WD V6,SXT,4D SUV 3.7L,BLUE,AUTO,Alloy,AMERICAN,MEDIUM SUV,13667,30212,GA
74471,7/14/2010,2005,5,DODGE,DURANGO 2WD V8,ST,4D SUV 4.7L ST,BLACK,AUTO,NULL,AMERICAN,MEDIUM SUV,10619,30212,GA
74472,7/14/2010,2005,5,BUICK,CENTURY V6,Cus,4D SEDAN CUSTOM,MAROON,AUTO,NULL,AMERICAN,MEDIUM,5812,30212,GA
74473,7/14/2010,2007,3,CHRYSLER,SEBRING 4C,Bas,4D SEDAN,SILVER,AUTO,Covers,AMERICAN,MEDIUM,10829,30212,GA
74474,7/14/2010,2002,8,FORD,ESCAPE 2WD V6,XLS,4D CUV 3.0L XLS,BLACK,AUTO,Alloy,AMERICAN,SMALL SUV,6830,30212,GA
74475,7/14/2010,2005,5,CHEVROLET,TRAILBLAZER 2WD 6C,LS,4D SUV 4.2L,GREY,AUTO,Alloy,AMERICAN,MEDIUM SUV,12244,30212,GA
74476,7/14/2010,2006,4,JEEP,COMMANDER 2WD V8,Bas,4D WAGON,GOLD,AUTO,Alloy,AMERICAN,LARGE SUV,14215,30212,GA
74477,7/21/2010,2007,3,DODGE,NITRO 2WD V6,SXT,4D SUV 3.7L,GOLD,AUTO,NULL,AMERICAN,MEDIUM SUV,14178,30212,GA
74478,7/21/2010,2005,5,DODGE,NEON,SE,4D SEDAN,RED,AUTO,NULL,AMERICAN,COMPACT,6164,30212,GA
74479,7/21/2010,2006,4,FORD,MUSTANG V6,Bas,2D COUPE,SILVER,AUTO,NULL,AMERICAN,SPORTS,13480,30212,GA
74480,7/21/2010,2007,3,FORD,FUSION 4C,SE,4D SEDAN SE,SILVER,AUTO,NULL,AMERICAN,MEDIUM,12991,30212,GA
74481,7/21/2010,2007,3,CHEVROLET,COBALT,LS,4D SEDAN LS,SILVER,AUTO,Covers,AMERICAN,COMPACT,9105,30212,GA
74482,7/21/2010,2007,3,PONTIAC,G6 V6,Bas,4D SEDAN,WHITE,AUTO,NULL,AMERICAN,MEDIUM,10637,30212,GA
74483,7/21/2010,2006,4,FORD,ESCAPE 2WD V6,Lim,4D CUV 3.0L LIMITED,SILVER,AUTO,NULL,AMERICAN,SMALL SUV,12690,30212,GA
74484,7/21/2010,2005,5,KIA,SORENTO 2WD,EX,4D SPORT UTILITY EX,GOLD,MANUAL,NULL,OTHER ASIAN,MEDIUM SUV,10077,30212,GA
74485,7/21/2010,2006,4,NISSAN,SENTRA,Bas,4D SEDAN 1.8,BLACK,MANUAL,NULL,TOP LINE ASIAN,COMPACT,7855,30212,GA
74486,7/21/2010,2007,3,DODGE,CALIBER,Bas,4D WAGON,BLACK,AUTO,NULL,AMERICAN,MEDIUM,9890,30212,GA
74487,7/21/2010,2006,4,JEEP,COMMANDER 2WD V6,Bas,4D WAGON,BLUE,AUTO,NULL,AMERICAN,LARGE SUV,14558,30212,GA
74488,7/21/2010,2008,2,DODGE,1500 RAM PICKUP 2WD,ST,QUAD CAB 4.7L BIG HORN,GREY,AUTO,NULL,AMERICAN,LARGE TRUCK,18627,30212,GA
74489,7/28/2010,2003,7,CHRYSLER,PT CRUISER,Bas,4D SEDAN,SILVER,AUTO,Alloy,AMERICAN,MEDIUM,6206,30212,GA
74490,7/28/2010,2008,2,FORD,FUSION V6,SE,4D SEDAN SE,GREY,AUTO,Alloy,AMERICAN,MEDIUM,14351,30212,GA
74491,7/28/2010,2003,7,CHEVROLET,TRAILBLAZER 2WD 6C,LS,4D SUV 4.2L LS,GREEN,AUTO,Alloy,AMERICAN,MEDIUM SUV,7997,30212,GA
74492,7/28/2010,2004,6,FORD,TAURUS,SE,4D SEDAN SE,SILVER,AUTO,Covers,AMERICAN,MEDIUM,6003,30212,GA
74493,7/28/2010,2005,5,DODGE,NEON,SE,4D SEDAN,RED,AUTO,Covers,AMERICAN,COMPACT,5919,30212,GA
74494,7/28/2010,2005,5,NISSAN,ALTIMA,Bas,4D SEDAN,GREY,AUTO,NULL,TOP LINE ASIAN,MEDIUM,9399,30212,GA
74495,7/28/2010,2007,3,CHRYSLER,PT CRUISER,Bas,4D SEDAN,SILVER,AUTO,Covers,AMERICAN,MEDIUM,9228,30212,GA
74496,7/28/2010,2006,4,FORD,TAURUS,SE,4D SEDAN SE,BLUE,AUTO,Alloy,AMERICAN,MEDIUM,7881,30212,GA
74497,7/28/2010,2003,7,NISSAN,ALTIMA,Bas,4D SEDAN S,BLACK,AUTO,Covers,TOP LINE ASIAN,MEDIUM,7603,30212,GA
74498,7/28/2010,2005,5,FORD,FIVE HUNDRED,SEL,4D SEDAN SEL,BLUE,AUTO,Alloy,AMERICAN,LARGE,9965,30212,GA
74499,7/28/2010,2004,6,PONTIAC,GRAND AM V6,SE,4D SEDAN SE1,WHITE,AUTO,Alloy,AMERICAN,MEDIUM,6545,30212,GA
74500,7/28/2010,2004,6,FORD,TAURUS,SE,4D SEDAN SE,SILVER,AUTO,NULL,AMERICAN,MEDIUM,6123,30212,GA
74501,7/28/2010,2006,4,CHRYSLER,PT CRUISER,Tou,4D SEDAN TOURING,BLUE,AUTO,Covers,AMERICAN,MEDIUM,8792,30212,GA
74502,7/28/2010,2004,6,KIA,SORENTO 2WD,EX,4D SPORT UTILITY EX,BLACK,AUTO,Alloy,OTHER ASIAN,MEDIUM SUV,8903,30212,GA
74503,7/28/2010,2006,4,CHRYSLER,PT CRUISER,Bas,4D SEDAN,BLUE,AUTO,NULL,AMERICAN,MEDIUM,8667,30212,GA
74504,7/28/2010,2005,5,JEEP,LIBERTY 4WD V6,Spo,4D SUV,GREEN,AUTO,Alloy,AMERICAN,SMALL SUV,11265,30212,GA
74505,8/4/2010,2008,2,CHRYSLER,SEBRING V6,Tou,4D SEDAN FFV TOURING,GREY,AUTO,Alloy,AMERICAN,MEDIUM,12226,30212,GA
74506,8/4/2010,2006,4,FORD,F150 PICKUP 2WD V8,Lar,EXT CAB 5.4L LARIAT,WHITE,AUTO,Alloy,AMERICAN,LARGE TRUCK,15658,30212,GA
74507,8/4/2010,2005,5,NISSAN,ALTIMA,Bas,4D SEDAN,RED,AUTO,Covers,TOP LINE ASIAN,MEDIUM,9349,30212,GA
74508,8/4/2010,2008,2,KIA,OPTIMA 4C,LX,4D SEDAN,RED,AUTO,Covers,OTHER ASIAN,MEDIUM,11504,30212,GA
74509,8/4/2010,2002,8,DODGE,CARAVAN FWD 4C,SE,MINIVAN 2.4L SE,SILVER,AUTO,NULL,AMERICAN,VAN,4678,30212,GA
74510,8/4/2010,2006,4,CHEVROLET,EQUINOX FWD V6,LS,4D SUV LS,GOLD,AUTO,Alloy,AMERICAN,MEDIUM SUV,12408,30212,GA
74511,8/4/2010,2008,2,DODGE,AVENGER 4C,SE,4D SEDAN,BLACK,AUTO,Covers,AMERICAN,MEDIUM,11173,30212,GA
74512,8/4/2010,2007,3,CHEVROLET,MALIBU MAXX V6,LT,4D SEDAN LT,GREY,AUTO,Covers,AMERICAN,MEDIUM,10591,30212,GA
74513,8/4/2010,2004,6,CHRYSLER,PT CRUISER,Bas,4D SEDAN,PURPLE,AUTO,Covers,AMERICAN,MEDIUM,6579,30212,GA
74514,8/4/2010,2007,3,FORD,FOCUS,ZX4,4D SEDAN S,WHITE,AUTO,Covers,AMERICAN,COMPACT,8061,30212,GA
74515,8/4/2010,2008,2,DODGE,AVENGER 4C,SE,4D SEDAN,SILVER,AUTO,Covers,AMERICAN,MEDIUM,11605,30212,GA
74516,8/4/2010,2007,3,DODGE,CHARGER V6,Bas,4D SEDAN 2.7L,WHITE,AUTO,Covers,AMERICAN,SPECIALTY,14016,30212,GA
74517,8/4/2010,2001,9,TOYOTA,SEQUOIA 2WD,Lim,4D SPORT UTILITY LIMITED,SILVER,AUTO,Alloy,TOP LINE ASIAN,LARGE SUV,10189,30212,GA
74518,8/4/2010,2005,5,DODGE,1500 RAM PICKUP 2WD,SLT,QUAD CAB 4.7L SLT,GREY,AUTO,Alloy,AMERICAN,LARGE TRUCK,13110,30212,GA
74519,8/4/2010,2005,5,CHEVROLET,TRAILBLAZER 4WD 6C,LS,4D SUV 4.2L LS,BLACK,AUTO,NULL,AMERICAN,MEDIUM SUV,11825,30212,GA
74520,8/4/2010,2004,6,FORD,TAURUS,SE,4D SEDAN SE,GREY,AUTO,Alloy,AMERICAN,MEDIUM,6111,30212,GA
74521,8/11/2010,2002,8,DODGE,CARAVAN FWD 4C,SE,MINIVAN 2.4L SE,SILVER,AUTO,Covers,AMERICAN,VAN,5285,30212,GA
74522,8/11/2010,2004,6,CHRYSLER,SEBRING V6,Tou,2D CONVERTIBLE,GREY,AUTO,Alloy,AMERICAN,MEDIUM,7136,30212,GA
74523,8/11/2010,2005,5,CHRYSLER,PT CRUISER,Tou,4D SEDAN,WHITE,AUTO,Covers,AMERICAN,MEDIUM,7219,30212,GA
74524,8/11/2010,2006,4,CHEVROLET,UPLANDER FWD V6,LS,PASSENGER EXT 3.5L,GREEN,AUTO,Covers,AMERICAN,VAN,7593,30212,GA
74525,8/11/2010,2005,5,DODGE,NEON,SXT,4D SEDAN,BLACK,AUTO,Alloy,AMERICAN,COMPACT,6164,30212,GA
74526,8/11/2010,2006,4,KIA,OPTIMA V6,LX,4D SEDAN LX,GOLD,AUTO,Alloy,OTHER ASIAN,MEDIUM,9094,30212,GA
74527,8/11/2010,2006,4,CHEVROLET,IMPALA,LT,4D SEDAN LT 3.5L,RED,AUTO,Covers,AMERICAN,LARGE,9686,30212,GA
74528,8/11/2010,2006,4,CHRYSLER,TOWN & COUNTRY FWD V,Tou,MINIVAN 3.8L,WHITE,AUTO,Alloy,AMERICAN,VAN,13411,30212,GA
74529,8/11/2010,2006,4,DODGE,STRATUS 4C,SXT,4D SEDAN,GOLD,AUTO,Alloy,AMERICAN,MEDIUM,8196,30212,GA
74530,8/18/2010,2006,4,HYUNDAI,ACCENT,GLS,4D SEDAN GLS,RED,AUTO,Covers,OTHER ASIAN,COMPACT,7921,30212,GA
74531,8/18/2010,2004,6,PONTIAC,GRAND AM V6,GT,2D COUPE GT,RED,AUTO,Alloy,AMERICAN,MEDIUM,7083,30212,GA
74532,8/18/2010,2006,4,DODGE,DURANGO 2WD V8,Adv,4D SUV 5.7L HEMI SLT,BLACK,AUTO,Alloy,AMERICAN,MEDIUM SUV,14929,30212,GA
74533,8/18/2010,2006,4,CHEVROLET,HHR,LT,4D SUV 2.2L LT,PURPLE,MANUAL,Alloy,AMERICAN,MEDIUM,9734,30212,GA
74534,8/18/2010,2005,5,KIA,SORENTO 2WD,EX,4D SPORT UTILITY EX,SILVER,AUTO,Alloy,OTHER ASIAN,MEDIUM SUV,9730,30212,GA
74535,8/18/2010,2004,6,CHEVROLET,MALIBU 4C,Cla,4D SEDAN CLASSIC,GREY,AUTO,Covers,AMERICAN,MEDIUM,6375,30212,GA
74536,8/18/2010,2004,6,CHRYSLER,CONCORDE,LXi,4D SEDAN LXI,BLACK,AUTO,Alloy,AMERICAN,LARGE,5357,30212,GA
74537,8/18/2010,2006,4,BUICK,LUCERNE V6,CXL,4D SEDAN CXL,BLUE,AUTO,NULL,AMERICAN,LARGE,15605,30212,GA
74538,8/18/2010,2005,5,CHEVROLET,EQUINOX AWD V6,LT,4D SUV LT,BLACK,AUTO,Alloy,AMERICAN,MEDIUM SUV,11304,30212,GA
74539,8/18/2010,2006,4,KIA,SPECTRA,EX,4D SEDAN,GREY,AUTO,Covers,OTHER ASIAN,MEDIUM,7520,30212,GA
74540,8/18/2010,2007,3,CHEVROLET,HHR,LT,4D SUV 2.2L LT,SILVER,AUTO,Alloy,AMERICAN,MEDIUM,10575,30212,GA
74541,8/18/2010,2006,4,CHEVROLET,MALIBU 4C,LT,4D SEDAN LT,BLACK,AUTO,Covers,AMERICAN,MEDIUM,9344,30212,GA
74542,8/18/2010,2005,5,DODGE,1500 RAM PICKUP 2WD,SLT,QUAD CAB 4.7L SLT,MAROON,AUTO,Alloy,AMERICAN,LARGE TRUCK,12659,30212,GA
74543,8/18/2010,2005,5,DODGE,CARAVAN GRAND FWD V6,SE,MINIVAN 3.3L,RED,AUTO,Covers,AMERICAN,VAN,7629,30212,GA
74544,8/18/2010,2004,6,FORD,F150 PICKUP 2WD V8,XL,EXT CAB 4.6L STX,RED,AUTO,Alloy,AMERICAN,LARGE TRUCK,11573,30212,GA
74545,8/18/2010,2005,5,GMC,ENVOY 2WD 6C,SLE,4D UTILITY 4.2L,WHITE,AUTO,Alloy,AMERICAN,MEDIUM SUV,13293,30212,GA
74546,8/18/2010,2004,6,NISSAN,XTERRA 2WD V6,SE,4D SPORT UTILITY,GREEN,MANUAL,Alloy,TOP LINE ASIAN,MEDIUM SUV,10805,30212,GA
74547,8/18/2010,2004,6,PONTIAC,GRAND PRIX,GT,4D SEDAN GT,GREEN,AUTO,Alloy,AMERICAN,LARGE,7060,30212,GA
74548,8/18/2010,2007,3,KIA,SPECTRA,EX,4D SEDAN EX,RED,AUTO,Covers,OTHER ASIAN,MEDIUM,8418,30212,GA
74549,8/25/2010,2008,2,PONTIAC,G6 V6,Bas,4D SEDAN SE1,GREY,AUTO,Alloy,AMERICAN,MEDIUM,13184,30212,GA
74550,8/25/2010,2005,5,DODGE,STRATUS V6,SXT,4D SEDAN SXT FFV,GREEN,AUTO,Covers,AMERICAN,MEDIUM,8548,30212,GA
74551,8/25/2010,2007,3,CHRYSLER,SEBRING 4C,Bas,4D SEDAN,WHITE,AUTO,Covers,AMERICAN,MEDIUM,11205,30212,GA
74552,8/25/2010,2005,5,CHEVROLET,TRAILBLAZER EXT 2WD,LS,4D SUV 4.2L LS,GREY,AUTO,Alloy,AMERICAN,MEDIUM SUV,11958,30212,GA
74553,8/25/2010,2008,2,DODGE,AVENGER 4C,SE,4D SEDAN,BLUE,AUTO,Covers,AMERICAN,MEDIUM,11624,30212,GA
74554,8/25/2010,2008,2,PONTIAC,G6 V6,Bas,4D SEDAN SE1,GREY,AUTO,Alloy,AMERICAN,MEDIUM,12493,30212,GA
74555,8/25/2010,2005,5,FORD,TAURUS,SE,4D SEDAN SE,SILVER,AUTO,Covers,AMERICAN,MEDIUM,6276,30212,GA
74556,9/1/2010,2004,6,CHRYSLER,SEBRING 4C,LX,4D SEDAN,GREY,AUTO,Covers,AMERICAN,MEDIUM,6054,30212,GA
74557,9/1/2010,2007,3,CHRYSLER,PACIFICA FWD,Tou,4D SPORT TOURING,GREEN,AUTO,Alloy,AMERICAN,CROSSOVER,14821,30212,GA
74558,9/1/2010,2008,2,DODGE,AVENGER 4C,SE,4D SEDAN,BLUE,AUTO,Covers,AMERICAN,MEDIUM,11173,30212,GA
74559,9/1/2010,2004,6,PONTIAC,GRAND PRIX,GT,4D SEDAN GT2,WHITE,AUTO,Alloy,AMERICAN,LARGE,7869,30212,GA
74560,9/1/2010,2007,3,CHRYSLER,TOWN & COUNTRY 2WD V,LX,MINIVAN 3.3L,BLUE,AUTO,Covers,AMERICAN,VAN,11878,30212,GA
74561,9/1/2010,2005,5,CHEVROLET,1500 SILVERADO PICKU,Bas,REG CAB 4.3L,WHITE,AUTO,Alloy,AMERICAN,LARGE TRUCK,8776,30212,GA
74562,9/1/2010,2006,4,JEEP,LIBERTY 4WD V6,Spo,4D SUV,BLUE,AUTO,Alloy,AMERICAN,SMALL SUV,13074,30212,GA
74563,11/3/2010,2005,5,DODGE,DURANGO 2WD V8,ST,4D SUV 4.7L ST,RED,AUTO,Covers,AMERICAN,MEDIUM SUV,10908,30212,GA
74564,11/3/2010,2005,5,KIA,SPECTRA,EX,4D SEDAN EX,BLUE,AUTO,Alloy,OTHER ASIAN,MEDIUM,6790,30212,GA
74565,11/3/2010,2007,3,CHEVROLET,COBALT,LS,2D COUPE,SILVER,AUTO,Covers,AMERICAN,COMPACT,8374,30212,GA
74566,11/3/2010,2007,3,CHRYSLER,300,Lim,4D SEDAN,BLUE,AUTO,NULL,AMERICAN,SPECIALTY,14220,30212,GA
74567,11/3/2010,2006,4,PONTIAC,TORRENT FWD V6,,4D WAGON,WHITE,AUTO,Alloy,AMERICAN,MEDIUM SUV,11777,30212,GA
74568,11/3/2010,2005,5,TOYOTA,CAMRY 4C,Bas,4D SEDAN,SILVER,AUTO,NULL,TOP LINE ASIAN,MEDIUM,10753,30212,GA
74569,11/3/2010,2008,2,CHRYSLER,300,LX,4D SEDAN,WHITE,AUTO,Covers,AMERICAN,SPECIALTY,14145,30212,GA
74570,11/3/2010,2008,2,CHEVROLET,HHR,LT,4D SUV 2.2L 1LT,GREY,AUTO,Covers,AMERICAN,MEDIUM,12021,30212,GA
74571,11/3/2010,2002,8,FORD,ESCAPE 2WD V6,XLT,4D CUV 3.0L XLT,BLUE,AUTO,Alloy,AMERICAN,SMALL SUV,6423,30212,GA
74572,11/3/2010,2007,3,FORD,FIVE HUNDRED,SEL,4D SEDAN SEL,GREY,AUTO,Alloy,AMERICAN,LARGE,10589,30212,GA
74573,11/3/2010,2006,4,CHEVROLET,UPLANDER FWD V6,LS,PASSENGER EXT 3.5L,GREY,AUTO,Covers,AMERICAN,VAN,7870,30212,GA
74574,11/3/2010,2007,3,CHEVROLET,IMPALA V6,LT,4D SEDAN LT 3.5L,SILVER,AUTO,Alloy,AMERICAN,LARGE,11674,30212,GA
74575,11/10/2010,2006,4,CHEVROLET,COBALT,LS,4D SEDAN LS,GOLD,AUTO,Covers,AMERICAN,COMPACT,7446,30212,GA
74576,11/10/2010,2006,4,PONTIAC,TORRENT FWD V6,,4D WAGON,GREY,AUTO,Alloy,AMERICAN,MEDIUM SUV,12789,30212,GA
74577,11/10/2010,2006,4,DODGE,STRATUS V6,SXT,4D SEDAN SXT FFV,BLUE,AUTO,Covers,AMERICAN,MEDIUM,8513,30212,GA
74578,11/10/2010,2002,8,GMC,ENVOY 2WD 6C,SLE,4D UTILITY 4.2L SLE,GREY,AUTO,Alloy,AMERICAN,MEDIUM SUV,8013,30212,GA
74579,11/10/2010,2005,5,MERCURY,SABLE,GS,4D SEDAN GS,GREEN,AUTO,Covers,AMERICAN,MEDIUM,5721,30212,GA
74580,11/10/2010,2006,4,KIA,SPECTRA,EX,4D SEDAN,BLACK,AUTO,Covers,OTHER ASIAN,MEDIUM,7054,30212,GA
74581,11/10/2010,2006,4,CHEVROLET,COBALT,LS,4D SEDAN LS,SILVER,AUTO,Covers,AMERICAN,COMPACT,7303,30212,GA
74582,11/10/2010,2007,3,CHRYSLER,SEBRING 4C,Tou,4D SEDAN TOURING,SILVER,AUTO,Alloy,AMERICAN,MEDIUM,10966,30212,GA
74583,11/10/2010,2006,4,CHRYSLER,PACIFICA FWD,Bas,4D SPORT,SILVER,AUTO,Covers,AMERICAN,CROSSOVER,10518,30212,GA
74584,11/10/2010,2004,6,FORD,F150 PICKUP 2WD V8,XL,REG CAB 4.6L STX,BLUE,AUTO,Alloy,AMERICAN,LARGE TRUCK,10557,30212,GA
74585,11/10/2010,2006,4,DODGE,DURANGO 4WD V8,Lim,4D SUV 5.7L HEMI LIMITED,BLUE,AUTO,Alloy,AMERICAN,MEDIUM SUV,16366,30212,GA
74586,11/10/2010,2006,4,CHEVROLET,IMPALA,LT,4D SEDAN LT 3.5L,BLUE,AUTO,Alloy,AMERICAN,LARGE,9821,30212,GA
74587,11/10/2010,2007,3,CHEVROLET,COBALT,LS,4D SEDAN LS,BLACK,AUTO,Covers,AMERICAN,COMPACT,8181,30212,GA
74588,11/10/2010,2010,0,FORD,FUSION 4C,SE,4D SEDAN SE,GREY,AUTO,Covers,AMERICAN,MEDIUM,16581,30212,GA
74589,11/17/2010,2003,7,HYUNDAI,TIBURON,Bas,2D COUPE,RED,AUTO,Alloy,OTHER ASIAN,SPORTS,5996,30212,GA
74590,11/17/2010,2003,7,MERCURY,SABLE,GS,4D SEDAN GS,GREEN,AUTO,NULL,AMERICAN,MEDIUM,6255,30212,GA
74591,11/17/2010,2008,2,CHEVROLET,IMPALA V6,LT,4D SEDAN LT 3.5L FFV,SILVER,AUTO,Alloy,AMERICAN,LARGE,12428,30212,GA
74592,11/17/2010,2006,4,CHRYSLER,SEBRING 4C,Bas,4D SEDAN,GREEN,AUTO,Alloy,AMERICAN,MEDIUM,7352,30212,GA
74593,11/17/2010,2006,4,CHEVROLET,TRAILBLAZER 4WD 6C,LS,4D SUV 4.2L,WHITE,AUTO,NULL,AMERICAN,MEDIUM SUV,13336,30212,GA
74594,11/17/2010,2005,5,CHRYSLER,300C,C,4D SEDAN HEMI,SILVER,AUTO,NULL,AMERICAN,SPECIALTY,14532,30212,GA
74595,11/17/2010,2005,5,CHRYSLER,PT CRUISER,Lim,4D SEDAN LIMITED,SILVER,AUTO,Alloy,AMERICAN,MEDIUM,7876,30212,GA
74596,11/17/2010,2008,2,DODGE,AVENGER 4C,SE,4D SEDAN,WHITE,AUTO,NULL,AMERICAN,MEDIUM,11501,30212,GA
74597,11/17/2010,2007,3,CHRYSLER,PT CRUISER,Bas,4D SEDAN,RED,AUTO,Covers,AMERICAN,MEDIUM,9272,30212,GA
74598,11/17/2010,2008,2,PONTIAC,GRAND PRIX,Bas,4D SEDAN,GREY,AUTO,Alloy,AMERICAN,LARGE,12158,30212,GA
74599,11/17/2010,2006,4,CHEVROLET,TRAILBLAZER 4WD 6C,LS,4D SUV 4.2L,SILVER,AUTO,Alloy,AMERICAN,MEDIUM SUV,12802,30212,GA
74600,11/17/2010,2006,4,KIA,SORENTO 2WD,EX,4D SPORT UTILITY EX,BLACK,AUTO,NULL,OTHER ASIAN,MEDIUM SUV,12976,30212,GA
74601,11/17/2010,2006,4,CHEVROLET,COBALT,LS,4D SEDAN LS,GOLD,AUTO,Covers,AMERICAN,COMPACT,7621,30212,GA
74602,11/17/2010,2009,1,DODGE,AVENGER 4C,SXT,4D SEDAN R/T,SILVER,AUTO,NULL,AMERICAN,MEDIUM,14132,30212,GA
74603,11/17/2010,2009,1,VOLVO,S40,Bas,4D SEDAN 2.4I,SILVER,AUTO,NULL,OTHER,SPECIALTY,15547,30212,GA
74604,11/17/2010,2003,7,FORD,WINDSTAR FWD V6,SEL,4D PASSENGER 3.8L SEL,GREEN,AUTO,NULL,AMERICAN,VAN,6526,30212,GA
74605,11/17/2010,2004,6,FORD,TAURUS,SE,4D SEDAN SE,WHITE,AUTO,Alloy,AMERICAN,MEDIUM,6139,30212,GA
74606,11/17/2010,2005,5,FORD,FOCUS,ZXW,4D WAGON SE,RED,AUTO,NULL,AMERICAN,COMPACT,7518,30212,GA
74607,11/17/2010,2005,5,CHRYSLER,PT CRUISER,Tou,4D SEDAN,BLUE,AUTO,NULL,AMERICAN,MEDIUM,7499,30212,GA
74608,11/17/2010,2008,2,PONTIAC,G6 4C,Bas,4D SEDAN SE1,BLUE,AUTO,Covers,AMERICAN,MEDIUM,12141,30212,GA
74609,11/17/2010,2004,6,JEEP,GRAND CHEROKEE 2WD 6,Lar,4D WAGON,BLUE,AUTO,NULL,AMERICAN,MEDIUM SUV,8285,30212,GA
74610,11/17/2010,2006,4,HYUNDAI,SONATA V6,GLS,4D SEDAN GLS,BLUE,AUTO,NULL,OTHER ASIAN,MEDIUM,9558,30212,GA
74611,11/17/2010,2007,3,NISSAN,ALTIMA,SE,4D SEDAN SE,BLACK,AUTO,NULL,TOP LINE ASIAN,MEDIUM,15832,30212,GA
74612,11/17/2010,2008,2,CHEVROLET,IMPALA V6,LS,4D SEDAN LS 3.5L FFV,SILVER,AUTO,NULL,AMERICAN,LARGE,11956,30212,GA
74613,11/17/2010,2006,4,JEEP,COMMANDER 4WD V8,Bas,4D WAGON,BLACK,AUTO,NULL,AMERICAN,LARGE SUV,15899,30212,GA
74614,11/17/2010,2007,3,DODGE,CHARGER V6,Bas,4D SEDAN 2.7L,SILVER,AUTO,Covers,AMERICAN,SPECIALTY,12471,30212,GA
74615,11/17/2010,2007,3,CHEVROLET,IMPALA V6,LT,4D SEDAN LT 3.5L,RED,AUTO,NULL,AMERICAN,LARGE,11140,30212,GA
74616,11/24/2010,2005,5,CHEVROLET,CAVALIER 4C,Bas,4D SEDAN,SILVER,AUTO,Covers,AMERICAN,COMPACT,6171,30212,GA
74617,11/24/2010,2003,7,CHRYSLER,PT CRUISER,Tou,4D SEDAN LIMITED,BLUE,AUTO,Alloy,AMERICAN,MEDIUM,5987,30212,GA
74618,11/24/2010,2009,1,DODGE,JOURNEY FWD V6,SXT,4D SPORT UTILITY SXT,BLACK,AUTO,Alloy,AMERICAN,CROSSOVER,15790,30212,GA
74619,11/24/2010,2006,4,PONTIAC,G6 4C,Bas,4D SEDAN SE,GOLD,AUTO,NULL,AMERICAN,MEDIUM,8597,30212,GA
74620,11/24/2010,2008,2,DODGE,CALIBER,SE,4D WAGON,BLUE,AUTO,Covers,AMERICAN,MEDIUM,11688,30212,GA
74621,11/24/2010,2007,3,BUICK,LUCERNE V6,CX,4D SEDAN CX,BLUE,AUTO,Alloy,AMERICAN,LARGE,12684,30212,GA
74622,11/24/2010,2004,6,NISSAN,MAXIMA,SE,4D SEDAN SE,RED,AUTO,Alloy,TOP LINE ASIAN,LARGE,10150,30212,GA
74623,11/24/2010,2006,4,MAZDA,MAZDA6,i,4D SEDAN I,WHITE,AUTO,Alloy,OTHER ASIAN,MEDIUM,9022,30212,GA
74624,11/24/2010,2007,3,KIA,SORENTO 2WD,EX,4D SPORT UTILITY EX,WHITE,AUTO,Alloy,OTHER ASIAN,MEDIUM SUV,14209,30212,GA
74625,11/24/2010,2007,3,CHRYSLER,ASPEN 2WD V8,Lim,4D SPORT UTILITY LIMITED FFV,SILVER,AUTO,Alloy,AMERICAN,MEDIUM SUV,17505,30212,GA
74626,11/24/2010,2006,4,CHEVROLET,UPLANDER FWD V6,LS,PASSENGER EXT 3.5L,WHITE,AUTO,Covers,AMERICAN,VAN,7977,30212,GA
